network,station,channel,dt_on,dt_off,dt_peak,peak,unit,fs,delta,npts,STA,LTA,on,off
XH,DR01,HHZ,2014-12-02 07:47:16.600,2014-12-02 07:47:35.960,2014-12-02 07:47:16.660,-8.76306880485e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR01,HHZ,2014-12-02 10:22:40.860,2014-12-02 10:22:45.120,2014-12-02 10:22:41.200,-3.64752834315e-07,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR01,HHZ,2014-12-02 23:08:36.520,2014-12-02 23:08:38.880,2014-12-02 23:08:36.540,3.03410959661e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR02,HHZ,2014-12-02 02:53:44.760,2014-12-02 02:53:48.100,2014-12-02 02:53:45.220,5.07694522045e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR02,HHZ,2014-12-02 07:47:14.380,2014-12-02 07:47:19.340,2014-12-02 07:47:15.020,6.43715110655e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR02,HHZ,2014-12-02 07:47:20.780,2014-12-02 07:47:27.360,2014-12-02 07:47:23.580,-4.91025451796e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR02,HHZ,2014-12-02 08:01:07.020,2014-12-02 08:01:41.480,2014-12-02 08:01:11.480,-7.71895055413e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR02,HHZ,2014-12-02 15:30:11.880,2014-12-02 15:30:16.780,2014-12-02 15:30:12.980,-3.71464570026e-07,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR02,HHZ,2014-12-02 19:39:35.600,2014-12-02 19:39:39.700,2014-12-02 19:39:36.260,1.06129738752e-07,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR03,HHZ,2014-12-02 01:59:27.720,2014-12-02 01:59:37.740,2014-12-02 01:59:28.940,1.69506665354e-06,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR04,HHZ,2014-12-02 07:47:19.080,2014-12-02 07:47:44.960,2014-12-02 07:47:22.900,6.59167985462e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR05,HHZ,2014-12-02 07:47:23.720,2014-12-02 07:47:54.100,2014-12-02 07:47:25.800,-5.26585623568e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR06,HHZ,2014-12-02 07:47:26.220,2014-12-02 07:47:58.060,2014-12-02 07:47:28.280,-3.97060122929e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR07,HHZ,2014-12-02 05:23:31.500,2014-12-02 05:23:41.780,2014-12-02 05:23:36.420,-8.36416032285e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR07,HHZ,2014-12-02 07:47:28.900,2014-12-02 07:48:11.720,2014-12-02 07:47:31.820,1.89455122146e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR08,HHZ,2014-12-02 05:23:34.720,2014-12-02 05:23:39.580,2014-12-02 05:23:34.720,-5.44291517945e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR08,HHZ,2014-12-02 07:47:28.960,2014-12-02 07:48:03.460,2014-12-02 07:47:30.340,2.16733371091e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR08,HHZ,2014-12-02 07:48:08.100,2014-12-02 07:48:12.920,2014-12-02 07:48:09.780,-4.88337451266e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR09,HHZ,2014-12-02 05:23:33.340,2014-12-02 05:23:41.400,2014-12-02 05:23:33.480,-8.81368605466e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR09,HHZ,2014-12-02 07:47:29.320,2014-12-02 07:47:59.920,2014-12-02 07:47:32.640,-3.76774038397e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR10,HHZ,2014-12-02 05:23:32.400,2014-12-02 05:23:41.340,2014-12-02 05:23:35.740,-1.17707966445e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR10,HHZ,2014-12-02 07:47:28.820,2014-12-02 07:48:15.680,2014-12-02 07:47:30.300,2.29510564661e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR11,HHZ,2014-12-02 05:23:34.620,2014-12-02 05:23:39.640,2014-12-02 05:23:34.980,8.40741669275e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR11,HHZ,2014-12-02 07:47:28.120,2014-12-02 07:48:01.420,2014-12-02 07:47:32.680,-3.76197409557e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR12,HHZ,2014-12-02 05:23:31.220,2014-12-02 05:23:41.560,2014-12-02 05:23:32.140,2.00870822785e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR12,HHZ,2014-12-02 07:47:29.280,2014-12-02 07:48:05.500,2014-12-02 07:47:31.200,3.94579710974e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR01,HHZ,2014-12-01 08:45:18.520,2014-12-01 08:45:22.280,2014-12-01 08:45:18.540,4.87049505031e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR01,HHZ,2014-12-01 13:01:30.380,2014-12-01 13:01:32.840,2014-12-01 13:01:30.400,-1.14969171937e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR01,HHZ,2014-12-01 14:59:53.820,2014-12-01 14:59:58.200,2014-12-01 14:59:53.820,-8.30725040261e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR01,HHZ,2014-12-01 16:27:25.480,2014-12-01 16:27:29.700,2014-12-01 16:27:25.500,-5.76146939717e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR01,HHZ,2014-12-01 16:48:22.200,2014-12-01 16:48:26.400,2014-12-01 16:48:22.680,1.91285640654e-07,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR13,HHZ,2014-12-02 05:23:32.220,2014-12-02 05:23:40.700,2014-12-02 05:23:33.200,8.73889161251e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR13,HHZ,2014-12-02 07:47:29.980,2014-12-02 07:48:09.280,2014-12-02 07:47:30.660,3.16185796449e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR13,HHZ,2014-12-02 15:19:15.240,2014-12-02 15:19:20.300,2014-12-02 15:19:16.320,-2.13261330772e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR02,HHZ,2014-12-01 01:23:31.880,2014-12-01 01:23:37.200,2014-12-01 01:23:33.400,5.21925601571e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR02,HHZ,2014-12-01 01:23:49.800,2014-12-01 01:23:55.560,2014-12-01 01:23:51.660,7.2616838095e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR02,HHZ,2014-12-01 01:24:10.920,2014-12-01 01:24:16.540,2014-12-01 01:24:12.720,6.91068875638e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR02,HHZ,2014-12-01 01:24:54.460,2014-12-01 01:24:59.200,2014-12-01 01:24:55.440,4.41532243789e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR02,HHZ,2014-12-01 04:04:01.580,2014-12-01 04:04:04.480,2014-12-01 04:04:01.620,-2.1331842199e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR02,HHZ,2014-12-01 08:03:48.520,2014-12-01 08:04:23.240,2014-12-01 08:03:59.380,-5.47821830924e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR02,HHZ,2014-12-01 08:31:07.300,2014-12-01 08:31:12.320,2014-12-01 08:31:07.360,-5.38509695522e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR02,HHZ,2014-12-01 18:09:16.200,2014-12-01 18:09:22.580,2014-12-01 18:09:18.580,5.63815878976e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR02,HHZ,2014-12-01 19:02:14.980,2014-12-01 19:02:19.560,2014-12-01 19:02:16.000,-1.15130681122e-07,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR14,HHZ,2014-12-02 07:47:31.340,2014-12-02 07:47:50.100,2014-12-02 07:47:32.820,5.85158951805e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR14,HHZ,2014-12-02 12:03:21.580,2014-12-02 12:03:26.100,2014-12-02 12:03:21.820,8.76961241881e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR14,HHZ,2014-12-02 15:19:13.340,2014-12-02 15:19:17.540,2014-12-02 15:19:13.460,6.1712189959e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR03,HHZ,2014-12-01 00:51:30.740,2014-12-01 00:51:41.400,2014-12-01 00:51:34.480,2.9743645061e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR03,HHZ,2014-12-01 00:56:11.520,2014-12-01 00:56:34.940,2014-12-01 00:56:23.180,-5.18790436013e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR03,HHZ,2014-12-01 03:32:46.600,2014-12-01 03:32:49.400,2014-12-01 03:32:46.620,-2.39245854175e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR03,HHZ,2014-12-01 06:15:31.480,2014-12-01 06:16:01.260,2014-12-01 06:15:39.560,-3.99278107464e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR03,HHZ,2014-12-01 07:22:20.420,2014-12-01 07:22:24.860,2014-12-01 07:22:21.060,1.0305721033e-07,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR03,HHZ,2014-12-01 08:03:34.020,2014-12-01 08:03:53.020,2014-12-01 08:03:35.620,3.79833636541e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR03,HHZ,2014-12-01 08:41:37.960,2014-12-01 08:41:40.760,2014-12-01 08:41:38.080,2.46720563738e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR03,HHZ,2014-12-01 13:37:37.620,2014-12-01 13:37:41.540,2014-12-01 13:37:38.280,7.18073153029e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR15,HHZ,2014-12-02 05:23:35.080,2014-12-02 05:23:42.960,2014-12-02 05:23:39.960,-4.62679237816e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR15,HHZ,2014-12-02 07:47:35.280,2014-12-02 07:48:14.980,2014-12-02 07:47:44.360,-2.10663965847e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR15,HHZ,2014-12-02 11:52:41.740,2014-12-02 11:52:47.020,2014-12-02 11:52:43.620,-1.8266718152e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR15,HHZ,2014-12-02 11:54:26.940,2014-12-02 11:54:33.960,2014-12-02 11:54:29.380,8.93568172258e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR15,HHZ,2014-12-02 14:47:26.440,2014-12-02 14:47:27.840,2014-12-02 14:47:26.440,2.61818805827e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR15,HHZ,2014-12-02 15:32:47.500,2014-12-02 15:32:52.040,2014-12-02 15:32:47.500,-9.31880131461e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR15,HHZ,2014-12-02 15:45:42.260,2014-12-02 15:45:45.180,2014-12-02 15:45:42.540,6.35880537698e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR15,HHZ,2014-12-02 20:21:32.300,2014-12-02 20:21:38.200,2014-12-02 20:21:32.980,2.2055464337e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR04,HHZ,2014-12-01 08:04:15.500,2014-12-01 08:04:35.600,2014-12-01 08:04:20.000,-4.39587650989e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR04,HHZ,2014-12-01 08:55:34.360,2014-12-01 08:55:38.720,2014-12-01 08:55:34.900,-5.12536049446e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR04,HHZ,2014-12-01 13:39:55.280,2014-12-01 13:40:17.860,2014-12-01 13:40:00.300,-5.17878861293e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR04,HHZ,2014-12-01 16:27:36.320,2014-12-01 16:28:04.360,2014-12-01 16:27:36.700,-7.73234584679e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR04,HHZ,2014-12-01 17:19:14.460,2014-12-01 17:19:18.040,2014-12-01 17:19:16.740,2.43085356964e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR16,HHZ,2014-12-02 05:23:35.020,2014-12-02 05:23:48.620,2014-12-02 05:23:35.720,-8.36225947944e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR16,HHZ,2014-12-02 05:23:56.200,2014-12-02 05:23:59.100,2014-12-02 05:23:58.600,-2.27522252156e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR16,HHZ,2014-12-02 05:27:21.520,2014-12-02 05:27:24.480,2014-12-02 05:27:21.520,2.86136162279e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR16,HHZ,2014-12-02 07:47:55.180,2014-12-02 07:48:17.300,2014-12-02 07:47:55.660,1.49464746872e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR16,HHZ,2014-12-02 07:48:19.200,2014-12-02 07:48:24.520,2014-12-02 07:48:21.020,4.03133786772e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR05,HHZ,2014-12-01 00:43:04.180,2014-12-01 00:43:06.760,2014-12-01 00:43:04.300,-1.98071438716e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR05,HHZ,2014-12-01 08:04:38.960,2014-12-01 08:04:59.980,2014-12-01 08:04:42.220,-4.81488179914e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR05,HHZ,2014-12-01 13:40:23.460,2014-12-01 13:40:35.560,2014-12-01 13:40:24.820,2.50480718868e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR05,HHZ,2014-12-01 16:27:38.140,2014-12-01 16:28:12.040,2014-12-01 16:27:54.920,-6.5531834231e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR05,HHZ,2014-12-01 17:19:04.040,2014-12-01 17:19:25.900,2014-12-01 17:19:17.700,2.70247612056e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR05,HHZ,2014-12-01 17:19:55.340,2014-12-01 17:20:16.420,2014-12-01 17:19:55.720,2.97768730561e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS01,HHZ,2014-12-02 07:47:33.160,2014-12-02 07:47:58.340,2014-12-02 07:47:34.700,-4.97033560432e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR06,HHZ,2014-12-01 16:27:40.680,2014-12-01 16:28:08.020,2014-12-01 16:27:48.120,-3.72253249115e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR06,HHZ,2014-12-01 17:18:58.940,2014-12-01 17:19:25.540,2014-12-01 17:19:02.820,3.5280394408e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR06,HHZ,2014-12-01 17:19:49.800,2014-12-01 17:20:11.740,2014-12-01 17:19:51.720,-4.20896991541e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS02,HHZ,2014-12-02 07:47:31.880,2014-12-02 07:47:55.920,2014-12-02 07:47:33.320,-4.78637564978e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR07,HHZ,2014-12-01 16:27:47.120,2014-12-01 16:27:54.060,2014-12-01 16:27:47.120,-2.37790696317e-09,acc,50.0,0.02,4323000,,,8.0,4.0
XH,DR07,HHZ,2014-12-01 17:18:53.620,2014-12-01 17:19:23.080,2014-12-01 17:19:10.820,-3.91713548198e-09,acc,50.0,0.02,4323000,,,8.0,4.0
XH,DR07,HHZ,2014-12-01 17:19:39.460,2014-12-01 17:19:42.220,2014-12-01 17:19:39.480,-2.0132929215e-09,acc,50.0,0.02,4323000,,,8.0,4.0
XH,DR07,HHZ,2014-12-01 17:19:45.880,2014-12-01 17:20:01.720,2014-12-01 17:19:47.980,3.02665325265e-09,acc,50.0,0.02,4323000,,,8.0,4.0
XH,DR07,HHZ,2014-12-01 22:18:25.480,2014-12-01 22:18:28.640,2014-12-01 22:18:25.480,7.73419976267e-09,acc,50.0,0.02,4323000,,,8.0,4.0
XH,RS03,HHZ,2014-12-02 05:23:31.560,2014-12-02 05:23:36.320,2014-12-02 05:23:32.080,5.26144536365e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS03,HHZ,2014-12-02 07:47:31.620,2014-12-02 07:48:13.160,2014-12-02 07:47:46.760,-1.86317980522e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR08,HHZ,2014-12-01 07:39:28.920,2014-12-01 07:39:34.740,2014-12-01 07:39:31.480,-1.91133386273e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR08,HHZ,2014-12-01 16:27:51.020,2014-12-01 16:28:14.000,2014-12-01 16:27:59.320,-3.43436278765e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR08,HHZ,2014-12-01 17:18:53.640,2014-12-01 17:19:29.800,2014-12-01 17:19:07.080,-3.97977718675e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR08,HHZ,2014-12-01 17:19:45.060,2014-12-01 17:20:13.160,2014-12-01 17:19:52.500,4.10284644737e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS04,HHZ,2014-12-02 05:23:33.660,2014-12-02 05:23:35.860,2014-12-02 05:23:34.760,-8.13004835328e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS04,HHZ,2014-12-02 07:47:28.360,2014-12-02 07:48:00.060,2014-12-02 07:47:36.780,4.72591231492e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS05,HHZ,2014-12-02 07:47:28.180,2014-12-02 07:48:09.600,2014-12-02 07:47:31.960,2.42974171997e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR09,HHZ,2014-12-01 00:23:56.760,2014-12-01 00:24:01.680,2014-12-01 00:23:58.560,4.1368200383e-06,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR09,HHZ,2014-12-01 00:35:45.420,2014-12-01 00:35:48.400,2014-12-01 00:35:47.200,3.17652951279e-07,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR09,HHZ,2014-12-01 00:37:27.800,2014-12-01 00:37:30.020,2014-12-01 00:37:27.880,2.70573145925e-07,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR09,HHZ,2014-12-01 00:37:35.300,2014-12-01 00:37:38.320,2014-12-01 00:37:35.320,-6.44780253639e-07,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR09,HHZ,2014-12-01 00:41:57.880,2014-12-01 00:42:04.000,2014-12-01 00:42:01.520,4.8839541372e-07,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS06,HHZ,2014-12-02 05:23:38.740,2014-12-02 05:23:46.900,2014-12-02 05:23:39.840,-1.6093243096e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS06,HHZ,2014-12-02 07:47:30.700,2014-12-02 07:48:21.160,2014-12-02 07:47:38.320,2.50606763118e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR10,HHZ,2014-12-01 02:30:17.320,2014-12-01 02:33:53.100,2014-12-01 02:31:38.380,-2.46670591558e-08,acc,50.0,0.02,4323000,,,8.0,4.0
XH,RS07,HHZ,2014-12-02 07:47:31.480,2014-12-02 07:48:14.160,2014-12-02 07:47:31.980,5.36980410734e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR11,HHZ,2014-12-01 03:46:20.280,2014-12-01 03:46:23.500,2014-12-01 03:46:20.340,7.6722865448e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR11,HHZ,2014-12-01 09:55:58.600,2014-12-01 09:56:02.160,2014-12-01 09:55:58.680,7.18460777679e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR11,HHZ,2014-12-01 16:27:44.900,2014-12-01 16:27:46.860,2014-12-01 16:27:45.160,1.52864737502e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR11,HHZ,2014-12-01 16:27:50.380,2014-12-01 16:28:01.360,2014-12-01 16:27:51.460,2.58799447693e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR11,HHZ,2014-12-01 16:28:03.600,2014-12-01 16:28:11.160,2014-12-01 16:28:05.360,-3.05126635657e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR11,HHZ,2014-12-01 17:18:55.560,2014-12-01 17:19:20.080,2014-12-01 17:19:02.320,-4.36982130965e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR11,HHZ,2014-12-01 17:19:23.100,2014-12-01 17:19:24.660,2014-12-01 17:19:23.400,-2.16358970631e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR11,HHZ,2014-12-01 17:19:51.240,2014-12-01 17:20:01.700,2014-12-01 17:19:51.440,3.4909871132e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR11,HHZ,2014-12-01 18:38:08.180,2014-12-01 18:38:15.460,2014-12-01 18:38:09.420,3.20151475748e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS08,HHZ,2014-12-02 07:47:33.000,2014-12-02 07:48:03.380,2014-12-02 07:47:34.120,-1.01271309472e-07,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS08,HHZ,2014-12-02 17:19:25.200,2014-12-02 17:19:28.180,2014-12-02 17:19:25.240,-2.98358712269e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,DR12,HHZ,2014-12-01 02:22:22.760,2014-12-01 02:22:44.640,2014-12-01 02:22:31.440,9.5549420256e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR12,HHZ,2014-12-01 02:22:46.960,2014-12-01 02:24:56.320,2014-12-01 02:24:07.500,2.11184174247e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR12,HHZ,2014-12-01 02:25:09.520,2014-12-01 02:26:21.680,2014-12-01 02:25:24.920,1.80693088281e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,DR12,HHZ,2014-12-01 02:26:25.720,2014-12-01 02:26:34.580,2014-12-01 02:26:31.540,8.40377527123e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 07:47:35.580,2014-12-02 07:47:56.200,2014-12-02 07:47:36.260,-1.58446500768e-07,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 15:23:32.360,2014-12-02 15:23:35.480,2014-12-02 15:23:32.480,-4.50897995202e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 15:40:48.200,2014-12-02 15:40:50.960,2014-12-02 15:40:48.220,3.48374456426e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 15:45:55.980,2014-12-02 15:46:00.700,2014-12-02 15:45:57.640,6.11068963398e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 15:48:04.860,2014-12-02 15:48:07.440,2014-12-02 15:48:05.260,1.66929230932e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 15:56:35.820,2014-12-02 15:56:38.160,2014-12-02 15:56:37.480,-1.75364312261e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 15:59:23.140,2014-12-02 15:59:24.820,2014-12-02 15:59:23.160,7.21089421402e-09,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:10:30.340,2014-12-02 16:10:33.440,2014-12-02 16:10:30.420,6.53324566982e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:11:44.460,2014-12-02 16:11:47.740,2014-12-02 16:11:44.580,-7.87629017132e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:12:53.180,2014-12-02 16:12:56.400,2014-12-02 16:12:53.180,9.72620006885e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:13:14.520,2014-12-02 16:13:16.060,2014-12-02 16:13:14.580,1.21316720815e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:15:15.240,2014-12-02 16:15:15.980,2014-12-02 16:15:15.340,-2.44601975873e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:15:26.220,2014-12-02 16:15:29.200,2014-12-02 16:15:26.220,-6.5476833006e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:15:58.220,2014-12-02 16:16:01.380,2014-12-02 16:15:58.340,-7.84252316906e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:16:38.560,2014-12-02 16:16:42.080,2014-12-02 16:16:38.720,-1.36762973291e-07,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:23:21.420,2014-12-02 16:23:22.580,2014-12-02 16:23:21.780,2.4302920417e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:23:38.780,2014-12-02 16:23:41.880,2014-12-02 16:23:38.780,7.21848379636e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:24:19.160,2014-12-02 16:24:21.940,2014-12-02 16:24:19.440,3.10633655793e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:24:53.140,2014-12-02 16:24:55.420,2014-12-02 16:24:53.380,3.80110157895e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:25:06.220,2014-12-02 16:25:09.580,2014-12-02 16:25:06.400,-7.31043258613e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:25:53.060,2014-12-02 16:25:56.460,2014-12-02 16:25:53.240,-1.0854061644e-07,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:28:40.600,2014-12-02 16:28:46.460,2014-12-02 16:28:40.900,7.8040424818e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:28:49.800,2014-12-02 16:28:52.720,2014-12-02 16:28:49.800,5.46242716064e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:34:18.920,2014-12-02 16:34:21.800,2014-12-02 16:34:18.920,5.74636733117e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:37:35.700,2014-12-02 16:37:38.380,2014-12-02 16:37:35.700,2.30504332111e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:38:01.920,2014-12-02 16:38:05.220,2014-12-02 16:38:01.920,-9.01201118195e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:39:39.680,2014-12-02 16:39:42.140,2014-12-02 16:39:39.920,-1.93673776581e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:42:50.660,2014-12-02 16:42:52.800,2014-12-02 16:42:50.820,-3.30898643843e-08,acc,50.0,0.02,4329001,,,8.0,4.0
XH,RS09,HHZ,2014-12-02 16:44:39.440,2014-12-02 16:44:42.440,2014-12-02 16:44:39.440,8.13241978121e-08,acc,50.0,0.02,4329001,,,8.0,4.0
